WD13CD;WD13CDO;WD13NM
E05000783;00BSGC;Brinnington and Central
E05000784;00BSGD;Cheadle and Gatley
E05000785;00BSGE;Cheadle Hulme North
E05000786;00BSGF;Cheadle Hulme South
E05000787;00BSGG;Davenport and Cale Green
E05000788;00BSGH;Edgeley and Cheadle Heath
E05000789;00BSGJ;Hazel Grove
E05000790;00BSGK;Heald Green
E05000791;00BSGL;Heatons North
E05000792;00BSGM;Heatons South
E05000793;00BSGN;Manor
E05000794;00BSGP;Marple North
E05000795;00BSGQ;Marple South
E05000796;00BSGR;Offerton
E05000797;00BSGS;Reddish North
E05000798;00BSGT;Reddish South
E05000799;00BSGU;Stepping Hill
E05000800;00BTFW;Ashton Hurst
E05000801;00BTFX;Ashton St Michael's
E05000802;00BTFY;Ashton Waterloo
E05000803;00BTFZ;Audenshaw
E05000804;00BTGA;Denton North East
E05000805;00BTGB;Denton South
E05000806;00BTGC;Denton West
E05000807;00BTGD;Droylsden East
E05000808;00BTGE;Droylsden West
E05000809;00BTGF;Dukinfield
E05000810;00BTGG;Dukinfield Stalybridge
E05000811;00BTGH;Hyde Godley
E05000812;00BTGJ;Hyde Newton
E05000813;00BTGK;Hyde Werneth
E05000814;00BTGL;Longdendale
E05000815;00BTGM;Mossley
E05000816;00BTGN;St Peter's
E05000817;00BTGP;Stalybridge North
E05000818;00BTGQ;Stalybridge South
E05000819;00BUFY;Altrincham
E05000820;00BUFZ;Ashton upon Mersey
E05000821;00BUGA;Bowdon
E05000822;00BUGB;Broadheath
E05000823;00BUGC;Brooklands
E05000824;00BUGD;Bucklow-St Martins
E05000825;00BUGE;Clifford
E05000826;00BUGF;Davyhulme East
E05000827;00BUGG;Davyhulme West
E05000828;00BUGH;Flixton
E05000829;00BUGJ;Gorse Hill
E05000830;00BUGK;Hale Barns
E05000831;00BUGL;Hale Central
E05000832;00BUGM;Longford
E05000833;00BUGN;Priory
E05000834;00BUGP;St Mary's
E05000835;00BUGQ;Sale Moor
E05000836;00BUGR;Stretford
E05000837;00BUGS;Timperley
E05000838;00BUGT;Urmston
E05000839;00BUGU;Village
E05000840;00BWGB;Abram
E05000841;00BWGC;Ashton
E05000842;00BWGD;Aspull New Springs Whelley
E05000843;00BWGE;Astley Mosley Common
E05000844;00BWGF;Atherleigh
E05000845;00BWGG;Atherton
E05000846;00BWGH;Bryn
E05000847;00BWGJ;Douglas
E05000848;00BWGK;Golborne and Lowton West
E05000849;00BWGL;Hindley
E05000850;00BWGM;Hindley Green
E05000851;00BWGN;Ince
E05000852;00BWGP;Leigh East
E05000853;00BWGQ;Leigh South
E05000854;00BWGR;Leigh West
E05000855;00BWGS;Lowton East
E05000856;00BWGT;Orrell
E05000857;00BWGU;Pemberton
E05000858;00BWGW;Shevington with Lower Ground
E05000859;00BWGX;Standish with Langtree
E05000860;00BWGY;Tyldesley
E05000861;00BWGZ;Wigan Central
E05000862;00BWHA;Wigan West
E05000863;00BWHB;Winstanley
E05000864;00BWHC;Worsley Mesnes
E05000865;00BXFZ;Cherryfield
E05000866;00BXGA;Halewood North
E05000867;00BXGB;Halewood South
E05000868;00BXGC;Halewood West
E05000869;00BXGD;Kirkby Central
E05000870;00BXGE;Longview
E05000871;00BXGF;Northwood
E05000872;00BXGG;Page Moss
E05000873;00BXGH;Park
E05000874;00BXGJ;Prescot East
E05000875;00BXGK;Prescot West
E05000876;00BXGL;Roby
E05000877;00BXGM;St Bartholomews
E05000878;00BXGN;St Gabriels
E05000879;00BXGP;St Michaels
E05000880;00BXGQ;Shevington
E05000881;00BXGR;Stockbridge
E05000882;00BXGS;Swanside
E05000883;00BXGT;Whiston North
E05000884;00BXGU;Whiston South
E05000885;00BXGW;Whitefield
E05000886;00BYGL;Allerton and Hunts Cross
E05000887;00BYGM;Anfield
E05000888;00BYGN;Belle Vale
E05000889;00BYGP;Central
E05000890;00BYGQ;Childwall
E05000891;00BYGR;Church
E05000892;00BYGS;Clubmoor
E05000893;00BYGT;County
E05000894;00BYGU;Cressington
E05000895;00BYGW;Croxteth
E05000896;00BYGX;Everton
E05000897;00BYGY;Fazakerley
E05000898;00BYGZ;Greenbank
E05000899;00BYHA;Kensington and Fairfield
E05000900;00BYHB;Kirkdale
E05000901;00BYHC;Knotty Ash
E05000902;00BYHD;Mossley Hill
E05000903;00BYHE;Norris Green
E05000904;00BYHF;Old Swan
E05000905;00BYHG;Picton
E05000906;00BYHH;Princes Park
E05000907;00BYHJ;Riverside
E05000908;00BYHK;St Michael's
E05000909;00BYHL;Speke-Garston
E05000910;00BYHM;Tuebrook and Stoneycroft
E05000911;00BYHN;Warbreck
E05000912;00BYHP;Wavertree
E05000913;00BYHQ;West Derby
E05000914;00BYHR;Woolton
E05000915;00BYHS;Yew Tree
E05000916;00BZFU;Billinge and Seneley Green
E05000917;00BZFW;Blackbrook
E05000918;00BZFX;Bold
E05000919;00BZFY;Earlestown
E05000920;00BZFZ;Eccleston
E05000921;00BZGA;Haydock
E05000922;00BZGB;Moss Bank
E05000923;00BZGC;Newton
E05000924;00BZGD;Parr
E05000925;00BZGE;Rainford
E05000926;00BZGF;Rainhill
E05000927;00BZGG;Sutton
E05000928;00BZGH;Thatto Heath
E05000929;00BZGJ;Town Centre
E05000930;00BZGK;West Park
E05000931;00BZGL;Windle
E05000932;00CAGZ;Ainsdale
E05000933;00CAHA;Birkdale
E05000934;00CAHB;Blundellsands
E05000935;00CAHC;Cambridge
E05000936;00CAHD;Church
E05000937;00CAHE;Derby
E05000938;00CAHF;Duke's
E05000939;00CAHG;Ford
E05000940;00CAHH;Harington
E05000941;00CAHJ;Kew
E05000942;00CAHK;Linacre
E05000943;00CAHL;Litherland
E05000944;00CAHM;Manor
E05000945;00CAHN;Meols
E05000946;00CAHP;Molyneux
E05000947;00CAHQ;Netherton and Orrell
E05000948;00CAHR;Norwood
E05000949;00CAHS;Park
E05000950;00CAHT;Ravenmeols
E05000951;00CAHU;St Oswald
E05000952;00CAHW;Sudell
E05000953;00CAHX;Victoria
E05000954;00CBFZ;Bebington
E05000955;00CBGA;Bidston and St James
E05000956;00CBGB;Birkenhead and Tranmere
E05000957;00CBGC;Bromborough
E05000958;00CBGD;Clatterbridge
E05000959;00CBGE;Claughton
E05000960;00CBGF;Eastham
E05000961;00CBGG;Greasby, Frankby and Irby
E05000962;00CBGH;Heswall
E05000963;00CBGJ;Hoylake and Meols
E05000964;00CBGK;Leasowe and Moreton East
E05000965;00CBGL;Liscard
E05000966;00CBGM;Moreton West and Saughall Massie
E05000967;00CBGN;New Brighton
E05000968;00CBGP;Oxton
E05000969;00CBGQ;Pensby and Thingwall
E05000970;00CBGR;Prenton
E05000971;00CBGS;Rock Ferry
E05000972;00CBGT;Seacombe
E05000973;00CBGU;Upton
E05000974;00CBGW;Wallasey
E05000975;00CBGX;West Kirby and Thurstaston
E05000976;00CCFZ;Central
E05000977;00CCGA;Cudworth
E05000978;00CCGB;Darfield
E05000979;00CCGC;Darton East
E05000980;00CCGD;Darton West
E05000981;00CCGE;Dearne North
E05000982;00CCGF;Dearne South
E05000983;00CCGG;Dodworth
E05000984;00CCGH;Hoyland Milton
E05000985;00CCGJ;Kingstone
E05000986;00CCGK;Monk Bretton
E05000987;00CCGL;North East
E05000988;00CCGM;Old Town
E05000989;00CCGN;Penistone East
E05000990;00CCGP;Penistone West
E05000991;00CCGQ;Rockingham
E05000992;00CCGR;Royston
E05000993;00CCGS;St Helens
E05000994;00CCGT;Stairfoot
E05000995;00CCGU;Wombwell
E05000996;00CCGW;Worsbrough
E05000997;00CEFY;Adwick
E05000998;00CEFZ;Armthorpe
E05000999;00CEGA;Askern Spa
E05001000;00CEGB;Balby
E05001001;00CEGC;Bentley
E05001002;00CEGD;Bessacarr and Cantley
E05001003;00CEGE;Central
E05001004;00CEGF;Conisbrough and Denaby
E05001005;00CEGG;Edenthorpe, Kirk Sandall and Barnby Dun
E05001006;00CEGH;Edlington and Warmsworth
E05001007;00CEGJ;Finningley
E05001008;00CEGK;Great North Road
E05001009;00CEGL;Hatfield
E05001010;00CEGM;Mexborough
E05001011;00CEGN;Rossington
E05001012;00CEGP;Sprotbrough
E05001013;00CEGQ;Stainforth and Moorends
E05001014;00CEGR;Thorne
E05001015;00CEGS;Torne Valley
E05001016;00CEGT;Town Moor
E05001017;00CEGU;Wheatley
E05008935;00CFFZ;Anston and Woodsetts
E05001019;00CFGA;Boston Castle
E05001020;00CFGB;Brinsworth and Catcliffe
E05008936;00CFGC;Dinnington
E05001022;00CFGD;Hellaby
E05001023;00CFGE;Holderness
E05001024;00CFGF;Hoober
E05001025;00CFGG;Keppel
E05001026;00CFGH;Maltby
E05001027;00CFGJ;Rawmarsh
E05001028;00CFGK;Rother Vale
E05001029;00CFGL;Rotherham East
E05001030;00CFGM;Rotherham West
E05001031;00CFGN;Silverwood
E05001032;00CFGP;Sitwell
E05001033;00CFGQ;Swinton
E05001034;00CFGR;Valley
E05001035;00CFGS;Wales
E05001036;00CFGT;Wath
E05001037;00CFGU;Wickersley
E05001038;00CFGW;Wingfield
E05001039;00CGGG;Arbourthorne
E05001040;00CGGH;Beauchief and Greenhill
E05001041;00CGGJ;Beighton
E05001042;00CGGK;Birley
E05001043;00CGGL;Broomhill
E05001044;00CGGM;Burngreave
E05001045;00CGGN;Central
E05001046;00CGGP;Crookes
E05001047;00CGGQ;Darnall
E05001048;00CGGR;Dore and Totley
E05001049;00CGGS;East Ecclesfield
E05001050;00CGGT;Ecclesall
E05001051;00CGGU;Firth Park
E05001052;00CGGW;Fulwood
E05001053;00CGGX;Gleadless Valley
E05001054;00CGGY;Graves Park
E05001055;00CGGZ;Hillsborough
E05001056;00CGHA;Manor Castle
E05001057;00CGHB;Mosborough
E05001058;00CGHC;Nether Edge
E05001059;00CGHD;Richmond
E05001060;00CGHE;Shiregreen and Brightside
E05001061;00CGHF;Southey
E05001062;00CGHG;Stannington
E05001063;00CGHH;Stocksbridge and Upper Don
E05001064;00CGHJ;Walkley
E05001065;00CGHK;West Ecclesfield
E05001066;00CGHL;Woodhouse
E05001067;00CHFZ;Birtley
E05001068;00CHGA;Blaydon
E05001069;00CHGB;Bridges
E05009313;00CHGC;Chopwell and Rowlands Gill
E05001071;00CHGD;Chowdene
E05001072;00CHGE;Crawcrook and Greenside
E05001073;00CHGF;Deckham
E05001074;00CHGG;Dunston and Teams
E05001075;00CHGH;Dunston Hill and Whickham East
E05001076;00CHGJ;Felling
E05001077;00CHGK;High Fell
E05001078;00CHGL;Lamesley
E05001079;00CHGM;Lobley Hill and Bensham
E05001080;00CHGN;Low Fell
E05001081;00CHGP;Pelaw and Heworth
E05001082;00CHGQ;Ryton, Crookhill and Stella
E05001083;00CHGR;Saltwell
E05001084;00CHGS;Wardley and Leam Lane
E05001085;00CHGT;Whickham North
E05001086;00CHGU;Whickham South and Sunniside
E05001087;00CHGW;Windy Nook and Whitehills
E05001088;00CHGX;Winlaton and High Spen
E05001089;00CJGD;Benwell and Scotswood
E05001090;00CJGE;Blakelaw
E05001091;00CJGF;Byker
E05001092;00CJGG;Castle
E05001093;00CJGH;Dene
E05001094;00CJGJ;Denton
E05001095;00CJGK;East Gosforth
E05001096;00CJGL;Elswick
E05001097;00CJGM;Fawdon
E05001098;00CJGN;Fenham
E05001099;00CJGP;Kenton
E05001100;00CJGQ;Lemington
E05001101;00CJGR;Newburn
E05001102;00CJGS;North Heaton
E05001103;00CJGT;North Jesmond
E05001104;00CJGU;Ouseburn
E05001105;00CJGW;Parklands
E05001106;00CJGX;South Heaton
E05001107;00CJGY;South Jesmond
E05001108;00CJGZ;Walker
E05001109;00CJHA;Walkergate
E05001110;00CJHB;Westerhope
E05001111;00CJHC;Westgate
E05001112;00CJHD;West Gosforth
E05001113;00CJHE;Wingrove
E05001114;00CJHF;Woolsington
E05001115;00CKFX;Battle Hill
E05001116;00CKFY;Benton
E05001117;00CKFZ;Camperdown
E05001118;00CKGA;Chirton
E05001119;00CKGB;Collingwood
E05001120;00CKGC;Cullercoats
E05001121;00CKGD;Howdon
E05001122;00CKGE;Killingworth
E05001123;00CKGF;Longbenton
E05001124;00CKGG;Monkseaton North
E05001125;00CKGH;Monkseaton South
E05001126;00CKGJ;Northumberland
E05001127;00CKGK;Preston
E05001128;00CKGL;Riverside
E05001129;00CKGM;St Mary's
E05001130;00CKGN;Tynemouth
E05001131;00CKGP;Valley
E05001132;00CKGQ;Wallsend
E05001133;00CKGR;Weetslade
E05001134;00CKGS;Whitley Bay
E05001135;00CLFX;Beacon and Bents
E05001136;00CLFY;Bede
E05001137;00CLFZ;Biddick and All Saints
E05001138;00CLGA;Boldon Colliery
E05001139;00CLGB;Cleadon and East Boldon
E05001140;00CLGC;Cleadon Park
E05001141;00CLGD;Fellgate and Hedworth
E05001142;00CLGE;Harton
E05001143;00CLGF;Hebburn North
E05001144;00CLGG;Hebburn South
E05001145;00CLGH;Horsley Hill
E05001146;00CLGJ;Monkton
E05001147;00CLGK;Primrose
E05001148;00CLGL;Simonside and Rekendyke
E05001149;00CLGM;Westoe
E05001150;00CLGN;West Park
E05001151;00CLGP;Whitburn and Marsden
E05001152;00CLGQ;Whiteleas
E05001153;00CMGC;Barnes
E05001154;00CMGD;Castle
E05001155;00CMGE;Copt Hill
E05001156;00CMGF;Doxford
E05001157;00CMGG;Fulwell
E05001158;00CMGH;Hendon
E05001159;00CMGJ;Hetton
E05001160;00CMGK;Houghton
E05001161;00CMGL;Millfield
E05001162;00CMGM;Pallion
E05001163;00CMGN;Redhill
E05001164;00CMGP;Ryhope
E05001165;00CMGQ;St Anne's
E05001166;00CMGR;St Chad's
E05001167;00CMGS;St Michael's
E05001168;00CMGT;St Peter's
E05001169;00CMGU;Sandhill
E05001170;00CMGW;Shiney Row
E05001171;00CMGX;Silksworth
E05001172;00CMGY;Southwick
E05001173;00CMGZ;Washington Central
E05001174;00CMHA;Washington East
E05001175;00CMHB;Washington North
E05001176;00CMHC;Washington South
E05001177;00CMHD;Washington West
E05001178;00CNGS;Acocks Green
E05001179;00CNGT;Aston
E05001180;00CNGU;Bartley Green
E05001181;00CNGW;Billesley
E05001182;00CNGX;Bordesley Green
E05001183;00CNGY;Bournville
E05001184;00CNGZ;Brandwood
E05001185;00CNHA;Edgbaston
E05001186;00CNHB;Erdington
E05001187;00CNHC;Hall Green
E05001188;00CNHD;Handsworth Wood
E05001189;00CNHE;Harborne
E05001190;00CNHF;Hodge Hill
E05001191;00CNHG;Kings Norton
E05001192;00CNHH;Kingstanding
E05001193;00CNHJ;Ladywood
E05001194;00CNHK;Longbridge
E05001195;00CNHL;Lozells and East Handsworth
E05001196;00CNHM;Moseley and Kings Heath
E05001197;00CNHN;Nechells
E05001198;00CNHP;Northfield
E05001199;00CNHQ;Oscott
E05001200;00CNHR;Perry Barr
E05001201;00CNHS;Quinton
E05001202;00CNHT;Selly Oak
E05001203;00CNHU;Shard End
E05001204;00CNHW;Sheldon
E05001205;00CNHX;Soho
E05001206;00CNHY;South Yardley
E05001207;00CNHZ;Sparkbrook
E05001208;00CNJA;Springfield
E05001209;00CNJB;Stechford and Yardley North
E05001210;00CNJC;Stockland Green
E05001211;00CNJD;Sutton Four Oaks
E05001212;00CNJE;Sutton New Hall
E05001213;00CNJF;Sutton Trinity
E05001214;00CNJG;Sutton Vesey
E05001215;00CNJH;Tyburn
E05001216;00CNJJ;Washwood Heath
E05001217;00CNJK;Weoley
E05001218;00CQFU;Bablake
E05001219;00CQFW;Binley and Willenhall
E05001220;00CQFX;Cheylesmore
E05001221;00CQFY;Earlsdon
E05001222;00CQFZ;Foleshill
E05001223;00CQGA;Henley
E05001224;00CQGB;Holbrook
E05001225;00CQGC;Longford
E05001226;00CQGD;Lower Stoke
E05001227;00CQGE;Radford
E05001228;00CQGF;St Michael's
E05001229;00CQGG;Sherbourne
E05001230;00CQGH;Upper Stoke
E05001231;00CQGJ;Wainbody
E05001232;00CQGK;Westwood
E05001233;00CQGL;Whoberley
E05001234;00CQGM;Woodlands
E05001235;00CQGN;Wyken
E05001236;00CRGB;Amblecote
E05001237;00CRGC;Belle Vale
E05001238;00CRGD;Brierley Hill
E05001239;00CRGE;Brockmoor and Pensnett
E05001240;00CRGF;Castle and Priory
E05001241;00CRGG;Coseley East
E05001242;00CRGH;Cradley and Wollescote
E05001243;00CRGJ;Gornal
E05001244;00CRGK;Halesowen North
E05001245;00CRGL;Halesowen South
E05001246;00CRGM;Hayley Green and Cradley South
E05001247;00CRGN;Kingswinford North and Wall Heath
E05001248;00CRGP;Kingswinford South
E05001249;00CRGQ;Lye and Stourbridge North
E05001250;00CRGR;Netherton, Woodside and St Andrews
E05001251;00CRGS;Norton
E05001252;00CRGT;Pedmore and Stourbridge East
E05001253;00CRGU;Quarry Bank and Dudley Wood
E05001254;00CRGW;St James's
E05001255;00CRGX;St Thomas's
E05001256;00CRGY;Sedgley
E05001257;00CRGZ;Upper Gornal and Woodsetton
E05001258;00CRHA;Wollaston and Stourbridge Town
E05001259;00CRHB;Wordsley
E05001260;00CSGB;Abbey
E05001261;00CSGC;Blackheath
E05001262;00CSGD;Bristnall
E05001263;00CSGE;Charlemont with Grove Vale
E05001264;00CSGF;Cradley Heath and Old Hill
E05001265;00CSGG;Friar Park
E05001266;00CSGH;Great Barr with Yew Tree
E05001267;00CSGJ;Great Bridge
E05001268;00CSGK;Greets Green and Lyng
E05001269;00CSGL;Hateley Heath
E05001270;00CSGM;Langley
E05001271;00CSGN;Newton
E05001272;00CSGP;Old Warley
E05001273;00CSGQ;Oldbury
E05001274;00CSGR;Princes End
E05001275;00CSGS;Rowley
E05001276;00CSGT;St Pauls
E05001277;00CSGU;Smethwick
E05001278;00CSGW;Soho and Victoria
E05001279;00CSGX;Tipton Green
E05001280;00CSGY;Tividale
E05001281;00CSGZ;Wednesbury North
E05001282;00CSHA;Wednesbury South
E05001283;00CSHB;West Bromwich Central
E05001284;00CTFT;Bickenhill
E05001285;00CTFU;Blythe
E05001286;00CTFW;Castle Bromwich
E05001287;00CTFX;Chelmsley Wood
E05001288;00CTFY;Dorridge and Hockley Heath
E05001289;00CTFZ;Elmdon
E05001290;00CTGA;Kingshurst and Fordbridge
E05001291;00CTGB;Knowle
E05001292;00CTGC;Lyndon
E05001293;00CTGD;Meriden
E05001294;00CTGE;Olton
E05001295;00CTGF;St Alphege
E05001296;00CTGG;Shirley East
E05001297;00CTGH;Shirley South
E05001298;00CTGJ;Shirley West
E05001299;00CTGK;Silhill
E05001300;00CTGL;Smith's Wood
E05001301;00CUFX;Aldridge Central and South
E05001302;00CUFY;Aldridge North and Walsall Wood
E05001303;00CUFZ;Bentley and Darlaston North
E05001304;00CUGA;Birchills Leamore
E05001305;00CUGB;Blakenall
E05001306;00CUGC;Bloxwich East
E05001307;00CUGD;Bloxwich West
E05001308;00CUGE;Brownhills
E05001309;00CUGF;Darlaston South
E05001310;00CUGG;Paddock
E05001311;00CUGH;Palfrey
E05001312;00CUGJ;Pelsall
E05001313;00CUGK;Pheasey Park Farm
E05001314;00CUGL;Pleck
E05001315;00CUGM;Rushall-Shelfield
E05001316;00CUGN;St Matthew's
E05001317;00CUGP;Short Heath
E05001318;00CUGQ;Streetly
E05001319;00CUGR;Willenhall North
E05001320;00CUGS;Willenhall South
E05001321;00CWFX;Bilston East
E05001322;00CWFY;Bilston North
E05001323;00CWFZ;Blakenhall
E05001324;00CWGA;Bushbury North
E05001325;00CWGB;Bushbury South and Low Hill
E05001326;00CWGC;East Park
E05001327;00CWGD;Ettingshall
E05001328;00CWGE;Fallings Park
E05001329;00CWGF;Graiseley
E05001330;00CWGG;Heath Town
E05001331;00CWGH;Merry Hill
E05001332;00CWGJ;Oxley
E05001333;00CWGK;Park
E05001334;00CWGL;Penn
E05001335;00CWGM;St Peter's
E05001336;00CWGN;Spring Vale
E05001337;00CWGP;Tettenhall Regis
E05001338;00CWGQ;Tettenhall Wightwick
E05001339;00CWGR;Wednesfield North
E05001340;00CWGS;Wednesfield South
E05001341;00CXGH;Baildon
E05001342;00CXGJ;Bingley
E05001343;00CXGK;Bingley Rural
E05001344;00CXGL;Bolton and Undercliffe
E05001345;00CXGM;Bowling and Barkerend
E05001346;00CXGN;Bradford Moor
E05001347;00CXGP;City
E05001348;00CXGQ;Clayton and Fairweather Green
E05001349;00CXGR;Craven
E05001350;00CXGS;Eccleshill
E05001351;00CXGT;Great Horton
E05001352;00CXGU;Heaton
E05001353;00CXGW;Idle and Thackley
E05001354;00CXGX;Ilkley
E05001355;00CXGY;Keighley Central
E05001356;00CXGZ;Keighley East
E05001357;00CXHA;Keighley West
E05001358;00CXHB;Little Horton
E05001359;00CXHC;Manningham
E05001360;00CXHD;Queensbury
E05001361;00CXHE;Royds
E05001362;00CXHF;Shipley
E05001363;00CXHG;Thornton and Allerton
E05001364;00CXHH;Toller
E05001365;00CXHJ;Tong
E05001366;00CXHK;Wharfedale
E05001367;00CXHL;Wibsey
E05001368;00CXHM;Windhill and Wrose
E05001369;00CXHN;Worth Valley
E05001370;00CXHP;Wyke
E05001371;00CYFU;Brighouse
E05001372;00CYFW;Calder
E05001373;00CYFX;Elland
E05001374;00CYFY;Greetland and Stainland
E05001375;00CYFZ;Hipperholme and Lightcliffe
E05001376;00CYGA;Illingworth and Mixenden
E05001377;00CYGB;Luddendenfoot
E05001378;00CYGC;Northowram and Shelf
E05001379;00CYGD;Ovenden
E05001380;00CYGE;Park
E05001381;00CYGF;Rastrick
E05001382;00CYGG;Ryburn
E05001383;00CYGH;Skircoat
E05001384;00CYGJ;Sowerby Bridge
E05001385;00CYGK;Todmorden
E05001386;00CYGL;Town
E05001387;00CYGM;Warley
E05008558;00CZGB;Almondbury
E05001389;00CZGC;Ashbrow
E05001390;00CZGD;Batley East
E05001391;00CZGE;Batley West
E05001392;00CZGF;Birstall and Birkenshaw
E05001393;00CZGG;Cleckheaton
E05008559;00CZGH;Colne Valley
E05008560;00CZGJ;Crosland Moor and Netherton
E05001396;00CZGK;Dalton
E05001397;00CZGL;Denby Dale
E05001398;00CZGM;Dewsbury East
E05001399;00CZGN;Dewsbury South
E05001400;00CZGP;Dewsbury West
E05001401;00CZGQ;Golcar
E05001402;00CZGR;Greenhead
E05001403;00CZGS;Heckmondwike
E05008561;00CZGT;Holme Valley North
E05001405;00CZGU;Holme Valley South
E05008562;00CZGW;Kirkburton
E05001407;00CZGX;Lindley
E05001408;00CZGY;Liversedge and Gomersal
E05001409;00CZGZ;Mirfield
E05001410;00CZHA;Newsome
E05001411;00DAGL;Adel and Wharfedale
E05001412;00DAGM;Alwoodley
E05001413;00DAGN;Ardsley and Robin Hood
E05001414;00DAGP;Armley
E05001415;00DAGQ;Beeston and Holbeck
E05001416;00DAGR;Bramley and Stanningley
E05001417;00DAGS;Burmantofts and Richmond Hill
E05001418;00DAGT;Calverley and Farsley
E05001419;00DAGU;Chapel Allerton
E05001420;00DAGW;City and Hunslet
E05001421;00DAGX;Cross Gates and Whinmoor
E05001422;00DAGY;Farnley and Wortley
E05001423;00DAGZ;Garforth and Swillington
E05001424;00DAHA;Gipton and Harehills
E05001425;00DAHB;Guiseley and Rawdon
E05001426;00DAHC;Harewood
E05001427;00DAHD;Headingley
E05001428;00DAHE;Horsforth
E05001429;00DAHF;Hyde Park and Woodhouse
E05001430;00DAHG;Killingbeck and Seacroft
E05001431;00DAHH;Kippax and Methley
E05001432;00DAHJ;Kirkstall
E05001433;00DAHK;Middleton Park
E05001434;00DAHL;Moortown
E05001435;00DAHM;Morley North
E05001436;00DAHN;Morley South
E05001437;00DAHP;Otley and Yeadon
E05001438;00DAHQ;Pudsey
E05001439;00DAHR;Rothwell
E05001440;00DAHS;Roundhay
E05001441;00DAHT;Temple Newsam
E05001442;00DAHU;Weetwood
E05001443;00DAHW;Wetherby
E05001444;00DBFY;Ackworth, North Elmsall and Upton
E05001445;00DBFZ;Airedale and Ferry Fryston
E05001446;00DBGA;Altofts and Whitwood
E05001447;00DBGB;Castleford Central and Glasshoughton
E05001448;00DBGC;Crofton, Ryhill and Walton
E05001449;00DBGD;Featherstone
E05001450;00DBGE;Hemsworth
E05001451;00DBGF;Horbury and South Ossett
E05001452;00DBGG;Knottingley
E05001453;00DBGH;Normanton
E05001454;00DBGJ;Ossett
E05001455;00DBGK;Pontefract North
E05001456;00DBGL;Pontefract South
E05001457;00DBGM;South Elmsall and South Kirkby
E05001458;00DBGN;Stanley and Outwood East
E05001459;00DBGP;Wakefield East
E05001460;00DBGQ;Wakefield North
E05001461;00DBGR;Wakefield Rural
E05001462;00DBGS;Wakefield South
E05001463;00DBGT;Wakefield West
E05001464;00DBGU;Wrenthorpe and Outwood West
E05008942;00EBNM;Burn Valley
E05008943;00EBNN;De Bruce
E05008944;00EBNP;Fens and Rossmere
E05008945;00EBNQ;Foggy Furze
E05008946;00EBNR;Hart
E05008947;00EBNS;Headland and Harbour
E05008948;00EBNT;Jesmond
E05008949;00EBNU;Manor House
E05008950;00EBNW;Rural West
E05008951;00EBNX;Seaton
E05008952;00EBNY;Victoria
E05001482;00ECNC;Acklam
E05001483;00ECND;Ayresome
E05001484;00ECNE;Beckfield
E05001485;00ECNF;Beechwood
E05001486;00ECNG;Brookfield
E05001487;00ECNH;Clairville
E05001488;00ECNJ;Coulby Newham
E05001489;00ECNK;Gresham
E05001490;00ECNL;Hemlington
E05001491;00ECNM;Kader
E05001492;00ECNN;Ladgate
E05001493;00ECNP;Linthorpe
E05001494;00ECNQ;North Ormesby and Brambles Farm
E05001495;00ECNR;Marton
E05001496;00ECNS;Marton West
E05001497;00ECNT;Middlehaven
E05001498;00ECNU;Nunthorpe
E05001499;00ECNW;Pallister
E05001500;00ECNX;Park
E05001501;00ECNY;Park End
E05001502;00ECNZ;Stainton and Thornton
E05001503;00ECPA;Thorntree
E05001504;00ECPB;University
E05001505;00EEMZ;Brotton
E05001506;00EENA;Coatham
E05001507;00EENB;Dormanstown
E05001508;00EENC;Eston
E05001509;00EEND;Grangetown
E05001510;00EENE;Guisborough
E05001511;00EENF;Hutton
E05001512;00EENG;Kirkleatham
E05001513;00EENH;Lockwood
E05001514;00EENJ;Loftus
E05001515;00EENK;Longbeck
E05001516;00EENL;Newcomen
E05001517;00EENM;Normanby
